TERM DESCRIPTION,TERM,SESSION,SESSION DESCRIPTION,DEPARTMENT,SUBJECT,COURSE,Course+Subject,CLASS/SECTION NBR,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,PERCENT MAJORS,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WX,I,R,P,S,NY,NR,NC,OTHER,EFFECTIVE DATE
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-G,300,HIST-G300,27181,ISSUES IN ASIAN HISTORY,"Sela,Ron",11,12,2.582,2.752,27.3,0,2,0,1,3,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-G,300,HIST-G300,31865,ISSUES IN ASIAN HISTORY,"Sela,Ron",5,11,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-G,300,HIST-G300,24890,ISSUES IN ASIAN HISTORY,"Walmsley,Nicholas Gerard",5,6,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-G,358,HIST-G358,26079,EARLY MODERN JAPAN,"Rubinger,Richard",32,35,3.038,3.07,15.6,0,6,4,7,7,1,2,3,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-G,380,HIST-G380,32840,EARLY CHINA,"Eno,Robert J.",17,23,3.159,2.813,21.7,0,2,4,2,4,2,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-G,383,HIST-G383,32841,CHINA: THE LATER EMPIRES,"Schlesinger,Jonathan",27,34,2.533,2.791,29,0,3,4,4,3,3,2,2,1,0,1,0,4,2,3,2,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-G,385,HIST-G385,29763,MODERN CHINA,"Catris,Sandrine Emmanuelle",30,42,2.79,2.896,21.2,0,5,2,5,8,4,0,0,1,1,2,0,2,3,9,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-G,901,HIST-G901,18142,ADVANCED RESEARCH,"Guardino,Peter Francis",1,30,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-G,901,HIST-G901,17113,ADVANCED RESEARCH,"Guardino,Peter Francis",1,30,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,101,HIST-H101,18143,THE WORLD IN THE 20TH CENT I,"Guardino,Peter Francis",140,161,2.664,2.98,0,1,4,22,18,18,24,18,16,7,2,4,2,4,11,10,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,102,HIST-H102,17114,THE WORLD IN THE 20TH CENT II,"Machado,Pedro A",98,120,2.768,2.889,0,1,16,15,13,8,9,9,9,7,0,6,0,5,13,8,0,0,0,0,0,0,1,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,103,HIST-H103,24903,EUROPE:RENAISSANCE TO NAPOLEON,"Field,Arthur",61,76,2.413,2.746,4.4,0,6,8,2,6,10,5,8,6,2,1,1,6,7,8,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,104,HIST-H104,20364,EUROPE: NAPOLEON TO THE PRES,"Roos,Julia",57,64,2.758,2.707,0,1,9,7,9,7,5,9,1,1,0,2,1,5,5,2,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,105,HIST-H105,17123,AMERICAN HISTORY I,"Carter-David,Siobhan Dene",142,162,2.689,2.786,3.4,4,18,14,23,19,14,14,9,7,5,2,1,12,7,13,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,105,HIST-H105,18156,AMERICAN HISTORY I,"Dierks,Konstantin",170,197,3.082,2.861,1.1,5,27,25,36,30,18,14,4,3,0,0,1,7,18,9,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,105,HIST-H105,32834,AMERICAN HISTORY I,"Prior,David Matthew",38,49,2.537,2.596,2.4,0,1,5,5,9,6,4,2,0,0,1,0,5,4,7,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,106,HIST-H106,21005,AMERICAN HISTORY II,"Clegg,Claude Andrew",91,104,2.73,2.907,1.1,0,2,6,13,30,16,6,12,1,2,0,0,3,3,10,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,106,HIST-H106,18157,AMERICAN HISTORY II,"Lichtenstein,Alex",88,104,2.907,2.866,3.2,4,14,11,12,9,10,8,11,4,1,1,0,3,6,9,1,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,106,HIST-H106,17142,AMERICAN HISTORY II,"McGerr,Michael Edward",134,147,3.038,2.999,2.9,0,15,20,31,25,20,8,10,2,0,0,0,3,4,9,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,106,HIST-H106,17141,AMERICAN HISTORY II,"Wu,Ellen Dionne",94,129,2.768,2.834,1.7,0,2,13,17,22,16,9,6,3,0,1,0,5,25,10,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,206,HIST-H206,26597,MEDIEVAL CIVILIZATION,"Deliyannis,Deborah M",127,155,2.784,2.998,4.2,4,12,9,13,36,11,12,16,5,2,5,0,2,13,13,0,0,2,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,206,HIST-H206,29764,MEDIEVAL CIVILIZATION,"Deliyannis,Deborah M",10,13,3.81,3.633,20,1,5,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,8W1,Eight Week - First,HIST,HIST-H,210,HIST-H210,32835,BRITAIN'S ROAD TO MODERNITY,"Wahrman,Dror",28,41,3.029,3.183,12.5,2,4,1,7,5,2,2,4,0,0,1,0,0,4,9,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,211,HIST-H211,18170,LATIN AMERICAN CULTURE & CIV 1,"Diaz,Arlene",24,30,3.192,3.207,0,0,5,5,2,4,5,1,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,212,HIST-H212,29765,LATIN AMERICAN CULTURE & CIV 2,"McGraw,Jason P.",17,24,3.141,2.888,5,0,3,1,9,1,1,1,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,212,HIST-H212,29766,LATIN AMERICAN CULTURE & CIV 2,"McGraw,Jason P.",9,9,4,3.8,11.1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,220,HIST-H220,24533,AMERICAN MILITARY HISTORY,"Cullather,Nicholas Barry",119,167,2.751,2.806,10.3,0,7,17,20,30,13,8,11,1,1,2,0,9,26,22,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,227,HIST-H227,26598,AFRICAN CIVILIZATIONS,"Hanson,John Henry",33,38,3.097,3.104,14.3,0,5,6,6,5,5,1,3,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,251,HIST-H251,18171,JEWSH HIST:BIBLE TO SPAN EXPUL,"Mokhtarian,Jason Sion",30,33,3.08,2.97,6.5,2,9,4,2,4,1,1,3,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,252,HIST-H252,17155,JEWISH HIST: SPAN EXPULSN-PRES,"Veidlinger,Jeffrey",28,35,3.482,3.206,10.3,2,8,4,9,3,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,259,HIST-H259,27691,AMERICAN JEWISH HISTORY,"Imhoff,Sarah Emily",44,48,3.202,3.11,8.7,1,7,8,10,10,3,3,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,333,HIST-H333,17156,EPIDEMICS IN HISTORY,"Carmichael,Ann G.",114,133,3.32,3.169,23.8,3,26,31,18,17,7,5,3,0,0,1,0,3,12,7,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,333,HIST-H333,29734,EPIDEMICS IN HISTORY,"Maglen,Krista",70,78,3.28,3.156,17.8,0,5,27,16,10,7,2,0,2,0,0,0,1,2,5,0,0,1,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,496,HIST-H496,18172,INTERNSHIP IN HISTORY,"Guardino,Peter Francis",0,6,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,496,HIST-H496,17157,INTERNSHIP IN HISTORY,"Guardino,Peter Francis",0,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,575,HIST-H575,18174,GRADUATE READINGS IN HISTORY,"Guardino,Peter Francis",9,13,4,3.961,69.2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,575,HIST-H575,21781,GRADUATE READINGS IN HISTORY,"Guardino,Peter Francis",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,575,HIST-H575,17159,GRADUATE READINGS IN HISTORY,"Guardino,Peter Francis",7,9,4,3.886,77.8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,580,HIST-H580,29741,THE TEACHING OF COLLEGE HIST,"Shopkow,Leah",8,8,3.888,3.89,87.5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,591,HIST-H591,29769,TEACHING WORLD HISTORY,"Machado,Pedro A",7,9,3.957,3.941,75,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,601,HIST-H601,18176,INTRO TO PROF STUDY OF HISTORY,"Allen,Judith Alison",11,12,3.973,3.598,75,3,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,601,HIST-H601,18175,INTRO TO PROF STUDY OF HISTORY,"McGerr,Michael Edward",11,11,3.855,3.869,81.8,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,605,HIST-H605,23532,COLLOQUIUM IN ANCIENT HISTORY,"Watts,Edward Jay",5,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,620,HIST-H620,26602,COLLOQ-MOD WEST EUROPEAN HIST,"Roseman,Mark",10,13,3.87,3.841,61.5,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,620,HIST-H620,28790,COLLOQ-MOD WEST EUROPEAN HIST,"Spang,Rebecca Lee",10,10,3.81,3.925,40,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,620,HIST-H620,26601,COLLOQ-MOD WEST EUROPEAN HIST,"Spang,Rebecca Lee",13,16,3.854,3.682,62.5,0,8,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,630,HIST-H630,29770,COLLOQ BRIT/BRIT IMPERIAL HIST,"Kriegel,Lara",2,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,8W2,Eight Week - Second,HIST,HIST-H,640,HIST-H640,19826,COLLOQUIUM IN RUSSIAN HISTORY,"Eklof,Ben",0,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,640,HIST-H640,29755,COLLOQUIUM IN RUSSIAN HISTORY,"Kuromiya,Hiroaki",9,9,4,3.886,77.8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,645,HIST-H645,26092,COLLOQ IN EAST EUROPEAN HIST,"Kenney,Padraic",11,11,3.8,3.902,81.8,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,650,HIST-H650,18177,COLLOQUIUM UNITED STATES HIST,"Dierks,Konstantin",9,9,3.811,3.83,88.9,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,650,HIST-H650,28625,COLLOQUIUM UNITED STATES HIST,"Linenthal,Edward Tabor",13,13,4,3.939,76.9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,650,HIST-H650,17160,COLLOQUIUM UNITED STATES HIST,"Wu,Ellen Dionne",12,14,3.7,3.805,61.5,0,8,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,665,HIST-H665,29760,COLLOQ LATIN AMERICAN HISTORY,"James,Danny",5,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,665,HIST-H665,29773,COLLOQ LATIN AMERICAN HISTORY,"James,Danny",10,10,3.85,3.898,60,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,665,HIST-H665,29763,COLLOQ LATIN AMERICAN HISTORY,"McGraw,Jason P.",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,685,HIST-H685,28260,COLLOQ IN NEAR EASTERN HIST,"Martin,Kevin",2,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,685,HIST-H685,24534,COLLOQ IN NEAR EASTERN HIST,"Martin,Kevin",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,695,HIST-H695,26605,COLLOQUIUM IN AFRICAN HISTORY,"Hanson,John Henry",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,695,HIST-H695,23338,COLLOQUIUM IN AFRICAN HISTORY,"Moorman,Marissa J",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,699,HIST-H699,23534,COLLOQ IN COMPARATIVE HISTORY,"Clegg,Claude Andrew",4,6,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,699,HIST-H699,29773,COLLOQ IN COMPARATIVE HISTORY,"Machado,Pedro A",7,7,3.857,3.855,42.9,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,8W1,Eight Week - First,HIST,HIST-H,699,HIST-H699,29769,COLLOQ IN COMPARATIVE HISTORY,"Wahrman,Dror",0,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,705,HIST-H705,23665,SEMINAR IN ANCIENT HISTORY,"Watts,Edward Jay",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,8W2,Eight Week - Second,HIST,HIST-H,740,HIST-H740,29777,SEM IN RUSSIAN HISTORY,"Eklof,Ben",2,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,740,HIST-H740,33126,SEM IN RUSSIAN HISTORY,"Kuromiya,Hiroaki",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,750,HIST-H750,17161,SEMINAR IN U.S. HISTORY,"Linenthal,Edward Tabor",12,13,3.642,3.746,38.5,0,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,795,HIST-H795,26610,SEMINAR IN AFRICAN HISTORY,"Hanson,John Henry",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-H,899,HIST-H899,18179,PH D DISSERTATION,"Guardino,Peter Francis",1,68,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-H,899,HIST-H899,17163,PH D DISSERTATION,"Guardino,Peter Francis",2,83,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,20559,SEMINAR IN HISTORY,"Carmichael,Ann G.",17,23,3.512,3.103,68.4,1,8,3,2,2,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,18180,SEMINAR IN HISTORY,"Diaz,Arlene",3,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,29792,SEMINAR IN HISTORY,"Field,Arthur",15,22,3.08,3.109,50,0,3,6,1,2,1,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,24536,SEMINAR IN HISTORY,"Frieberg,Annika Elisabet",16,26,2.413,2.936,52.6,0,0,2,2,2,1,3,3,1,1,0,0,1,3,7,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,26611,SEMINAR IN HISTORY,"Guardino,Peter Francis",19,22,3.337,3.07,50,0,2,5,6,3,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,21036,SEMINAR IN HISTORY,"Hanson,John Henry",18,22,3.183,3.014,40,0,4,2,3,8,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,21707,SEMINAR IN HISTORY,"Lehmann,Matthias B.",15,24,2.713,2.766,26.3,0,3,1,3,1,3,0,2,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,21398,SEMINAR IN HISTORY,"Machado,Pedro A",18,20,3.289,2.925,31.6,0,4,6,2,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,31719,SEMINAR IN HISTORY,"Moyd,Michelle Renee",21,23,2.89,2.971,38.1,0,4,4,2,4,1,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,24535,SEMINAR IN HISTORY,"Myers,Amrita",13,27,2.662,2.855,36.8,0,2,2,1,3,0,3,0,0,0,0,0,2,6,8,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,24784,SEMINAR IN HISTORY,"Pergher,Roberta",19,21,3.053,2.962,50,0,6,3,3,3,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,24537,SEMINAR IN HISTORY,"Roseman,Mark",20,22,3.275,3.044,52.4,1,2,8,4,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,29785,SEMINAR IN HISTORY,"Sahin,Kaya",18,22,2.956,3.166,50,1,1,5,2,4,3,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,24783,SEMINAR IN HISTORY,"Schlesinger,Jonathan",16,20,2.875,2.94,35.3,0,2,1,2,6,2,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,22548,SEMINAR IN HISTORY,"Spang,Rebecca Lee",15,23,2.893,3.261,55.6,0,1,3,3,3,2,1,0,1,0,0,0,1,3,5,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,22990,SEMINAR IN HISTORY,"Veidlinger,Jeffrey",18,22,3.339,3.192,40,0,3,6,4,3,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-J,300,HIST-J300,22991,SEMINAR IN HISTORY,"Wu,Ellen Dionne",19,22,3.421,3.312,80,0,6,3,4,4,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-J,301,HIST-J301,24178,SEMINAR:  HISTORY FOR TEACHERS,"Diaz,Arlene",9,10,3.033,2.961,0,0,3,1,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-J,301,HIST-J301,28447,SEMINAR:  HISTORY FOR TEACHERS,"Nieto-Phillips,John M.",14,14,2.9,2.963,0,0,0,2,4,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1/18/2013
