country,publisher,d0_move,d1_move,d2_move,d3_move,d4_move,d5_move,d6_move,d7_ltv,d180_ltv,d365_ltv,slope,intercept,source,game_id,platform,refreshed
all,pac,3.35527994053,2.56997535115,1.99212801753,1.73473140577,1.57463124535,1.4777003706,1.44963426955,0.218648154301,2.14080246512,4.2347715603,-0.1093783907,0.472952698089,all_pac,5002535,ipad,2016-11-08 15:28:39
all,organic,6.44511508191,5.73393860212,4.76320977609,4.30360970725,4.05964935614,3.93289799505,3.86291053366,0.524841213851,6.42521101497,12.8330970126,-0.111599682635,1.60384264145,all_organic,5002535,ipad,2016-11-08 15:28:39
