,days_since_install,gross_rev_move
237,237,0.0111907897603
238,238,0.0111907897603
239,239,0.0111907897603
240,240,0.0111907897603
241,241,0.0111907897603
242,242,0.0111907897603
243,243,0.0111907897603
244,244,0.0111907897603
245,245,0.0111907897603
246,246,0.0111907897603
247,247,0.0111907897603
248,248,0.0111907897603
249,249,0.0111907897603
250,250,0.0111907897603
251,251,0.0111907897603
252,252,0.0111907897603
253,253,0.0111907897603
254,254,0.0111907897603
255,255,0.0111907897603
256,256,0.0111907897603
257,257,0.0111907897603
258,258,0.0111907897603
259,259,0.0111907897603
260,260,0.0111907897603
261,261,0.0111907897603
262,262,0.0111907897603
263,263,0.0111907897603
264,264,0.0111907897603
265,265,0.0111907897603
266,266,0.0126423320805
267,267,0.0126423320805
268,268,0.0126423320805
269,269,0.0126423320805
270,270,0.0126423320805
271,271,0.0126423320805
272,272,0.0126423320805
273,273,0.0126423320805
274,274,0.0126423320805
275,275,0.0126423320805
276,276,0.0126423320805
277,277,0.0126423320805
278,278,0.0126423320805
279,279,0.0126423320805
280,280,0.0126423320805
281,281,0.0126423320805
282,282,0.0126423320805
283,283,0.0126423320805
284,284,0.0126423320805
285,285,0.0126423320805
286,286,0.0126423320805
287,287,0.0126423320805
288,288,0.0126423320805
289,289,0.0126423320805
290,290,0.0126423320805
291,291,0.0126423320805
292,292,0.0126423320805
293,293,0.0126423320805
294,294,0.0126423320805
295,295,0.0126423320805
296,296,0.0126423320805
297,297,0.0145386818925
298,298,0.0145386818925
299,299,0.0145386818925
300,300,0.0145386818925
301,301,0.0145386818925
302,302,0.0145386818925
303,303,0.0145386818925
304,304,0.0145386818925
305,305,0.0145386818925
306,306,0.0145386818925
307,307,0.0145386818925
308,308,0.0145386818925
309,309,0.0145386818925
310,310,0.0145386818925
311,311,0.0145386818925
312,312,0.0145386818925
313,313,0.0145386818925
314,314,0.0145386818925
315,315,0.0145386818925
316,316,0.0145386818925
317,317,0.0145386818925
318,318,0.0145386818925
319,319,0.0145386818925
320,320,0.0145386818925
